index	time	x	y	z	thing
584	1643490306793	0.227	0.047	9.714	noname
585	1643490306803	0.205	-0.195	9.796	noname
586	1643490306812	0.217	-0.053	9.593	noname
587	1643490306825	0.169	0.01	9.671	noname
588	1643490306835	0.162	-0.197	9.774	noname
589	1643490306844	0.197	-0.072	9.645	noname
590	1643490306852	0.207	-0.043	9.637	noname
591	1643490306862	0.209	-0.106	9.741	noname
592	1643490306873	0.214	-0.068	9.667	noname
593	1643490306883	0.184	-0.106	9.631	noname
594	1643490306892	0.185	-0.13	9.703	noname
595	1643490306905	0.18	-0.11	9.679	noname
596	1643490306911	0.192	-0.096	9.65	noname
597	1643490306921	0.208	-0.089	9.677	noname
598	1643490306931	0.205	-0.101	9.722	noname
599	1643490306947	0.179	-0.072	9.642	noname
600	1643490306951	0.165	-0.111	9.68	noname
601	1643490306966	0.184	-0.092	9.632	noname
602	1643490306971	0.206	-0.099	9.711	noname
603	1643490306982	0.221	-0.069	9.721	noname
604	1643490306995	0.208	-0.11	9.652	noname
605	1643490307001	0.183	-0.089	9.689	noname
606	1643490307013	0.174	-0.066	9.689	noname
607	1643490307025	0.165	-0.113	9.653	noname
608	1643490307033	0.195	-0.094	9.672	noname
609	1643490307043	0.207	-0.103	9.68	noname
610	1643490307053	0.19	-0.155	9.515	noname
611	1643490307062	0.363	-0.192	8.639	noname
612	1643490307074	-0.384	0.325	12.939	noname
613	1643490307089	0.487	-0.297	7.123	noname
614	1643490307093	0.235	-0.172	9.354	noname
615	1643490307102	0.441	0.244	11.51	noname
616	1643490307112	0.008	-0.621	8.628	noname
617	1643490307121	0.171	0.065	9.23	noname
618	1643490307132	0.081	0.195	10.478	noname
619	1643490307142	0.253	-0.474	9.741	noname
620	1643490307152	0.266	-0.016	9.041	noname
621	1643490307162	0.248	0.217	9.869	noname
622	1643490307173	0.174	-0.011	9.153	noname
623	1643490307183	0.129	0.078	9.972	noname
624	1643490307195	0.184	-0.36	9.877	noname
625	1643490307202	0.227	-0.068	9.336	noname
626	1643490307212	0.202	0.05	9.82	noname
627	1643490307225	0.196	-0.289	9.793	noname
628	1643490307234	0.206	-0.044	9.498	noname
629	1643490307243	0.165	0.013	9.732	noname
630	1643490307253	0.192	-0.22	9.787	noname
631	1643490307261	0.198	-0.029	9.616	noname
632	1643490307274	0.198	-0.031	9.685	noname
633	1643490307284	0.22	-0.18	9.723	noname
634	1643490307294	0.195	-0.032	9.663	noname
635	1643490307302	0.18	-0.104	9.629	noname
636	1643490307311	0.198	-0.136	9.686	noname
637	1643490307322	0.199	-0.077	9.72	noname
638	1643490307331	0.186	-0.08	9.631	noname
639	1643490307341	0.209	-0.084	9.682	noname
640	1643490307352	0.179	-0.074	9.746	noname
641	1643490307362	0.19	-0.082	9.665	noname
642	1643490307375	0.208	-0.101	9.722	noname
643	1643490307382	0.218	-0.128	9.618	noname
644	1643490307396	0.197	-0.073	9.692	noname
645	1643490307402	0.216	-0.061	9.707	noname
646	1643490307413	0.217	-0.128	9.67	noname
647	1643490307421	0.205	-0.12	9.721	noname
648	1643490307431	0.172	-0.078	9.688	noname
649	1643490307441	0.199	-0.111	9.652	noname
650	1643490307451	0.205	-0.103	9.677	noname
651	1643490307461	0.213	-0.068	9.665	noname
652	1643490307472	0.196	-0.081	9.65	noname
653	1643490307482	0.187	-0.104	9.702	noname
654	1643490307491	0.196	-0.102	9.677	noname
655	1643490307502	0.191	-0.065	9.653	noname
656	1643490307511	0.203	-0.078	9.698	noname
657	1643490307523	0.217	-0.107	9.708	noname
658	1643490307532	0.203	-0.09	9.656	noname
659	1643490307543	0.198	-0.077	9.685	noname
660	1643490307557	0.207	-0.099	9.701	noname
661	1643490307563	0.203	-0.098	9.675	noname
662	1643490307575	0.196	-0.089	9.686	noname
663	1643490307584	0.215	-0.124	9.68	noname
664	1643490307592	0.211	-0.1	9.678	noname
665	1643490307604	0.202	-0.112	9.679	noname
666	1643490307613	0.193	-0.105	9.704	noname
667	1643490307626	0.19	-0.082	9.677	noname
668	1643490307634	0.189	-0.102	9.669	noname
669	1643490307643	0.17	-0.329	7.851	noname
670	1643490307654	-0.004	0.318	12.491	noname
671	1643490307662	0.43	-0.239	9.231	noname
672	1643490307675	0.26	-0.219	8.075	noname
673	1643490307683	0.196	0.305	11.091	noname
674	1643490307693	0.16	-0.389	9.801	noname
675	1643490307704	0.148	-0.232	8.544	noname
676	1643490307713	0.075	0.26	10.28	noname
677	1643490307722	0.196	-0.312	10.25	noname
678	1643490307733	0.266	-0.241	8.895	noname
679	1643490307742	0.181	0.231	9.747	noname
680	1643490307752	0.199	-0.202	10.243	noname
681	1643490307761	0.202	-0.221	9.231	noname
682	1643490307771	0.166	-0.239	10.121	noname
683	1643490307781	0.206	-0.203	9.429	noname
684	1643490307792	0.193	0.096	9.552	noname
685	1643490307801	0.178	-0.16	9.951	noname
686	1643490307811	0.205	-0.118	9.574	noname
687	1643490307822	0.195	0.035	9.577	noname
688	1643490307832	0.186	-0.184	9.86	noname
689	1643490307848	0.2	-0.09	9.682	noname
690	1643490307851	0.201	-0.002	9.541	noname
691	1643490307862	0.201	-0.142	9.791	noname
692	1643490307871	0.205	-0.086	9.728	noname
693	1643490307882	0.167	-0.09	9.583	noname
694	1643490307892	0.183	-0.113	9.737	noname
695	1643490307901	0.187	-0.109	9.735	noname
696	1643490307916	0.173	-0.108	9.602	noname
697	1643490307922	0.178	-0.105	9.668	noname
698	1643490307931	0.194	-0.108	9.73	noname
699	1643490307941	0.21	-0.096	9.619	noname
700	1643490307952	0.203	-0.085	9.67	noname
701	1643490307963	0.213	-0.089	9.726	noname
702	1643490307973	0.186	-0.101	9.659	noname
703	1643490307981	0.189	-0.069	9.714	noname
704	1643490307991	0.196	-0.1	9.64	noname
705	1643490308001	0.199	-0.092	9.7	noname
706	1643490308012	0.179	-0.084	9.688	noname
707	1643490308022	0.199	-0.11	9.645	noname
708	1643490308032	0.193	-0.101	9.698	noname
709	1643490308042	0.187	-0.095	9.717	noname
710	1643490308052	0.201	-0.105	9.648	noname
711	1643490308063	0.198	-0.101	9.687	noname
712	1643490308073	0.205	-0.111	9.71	noname
713	1643490308082	0.196	-0.091	9.655	noname
714	1643490308093	0.205	-0.09	9.68	noname
715	1643490308102	0.209	-0.107	9.717	noname
716	1643490308112	0.185	-0.073	9.667	noname
717	1643490308122	0.177	-0.116	9.564	noname
718	1643490308132	0.399	-0.239	8.703	noname
719	1643490308142	-0.469	0.317	12.826	noname
720	1643490308152	0.518	-0.243	6.765	noname
721	1643490308162	0.366	-0.204	9.886	noname
722	1643490308173	0.423	0.226	8.519	noname
723	1643490308182	0.186	0.091	9.481	noname
724	1643490308192	-0.031	0.174	10.268	noname
725	1643490308203	0.323	-0.421	9.853	noname
726	1643490308213	0.289	0.051	9.05	noname
727	1643490308223	0.196	0.212	10.126	noname
728	1643490308233	0.272	-0.33	9.836	noname
729	1643490308243	0.117	-0.027	9.181	noname
730	1643490308253	0.111	0.033	9.956	noname
731	1643490308263	0.151	-0.336	9.849	noname
732	1643490308275	0.243	-0.066	9.358	noname
733	1643490308283	0.255	0.015	9.808	noname
734	1643490308293	0.209	-0.247	9.823	noname
735	1643490308303	0.191	-0.031	9.516	noname
736	1643490308335	0.126	-0.043	9.676	noname
737	1643490308336	0.143	-0.205	9.808	noname
738	1643490308337	0.199	-0.011	9.605	noname
739	1643490308343	0.2	-0.05	9.677	noname
740	1643490308353	0.235	-0.119	9.739	noname
741	1643490308363	0.191	-0.059	9.673	noname
742	1643490308373	0.16	-0.107	9.626	noname
743	1643490308383	0.185	-0.117	9.72	noname
744	1643490308393	0.202	-0.072	9.618	noname
745	1643490308403	0.227	-0.077	9.696	noname
746	1643490308413	0.2	-0.079	9.746	noname
747	1643490308423	0.186	-0.098	9.615	noname
748	1643490308433	0.16	-0.125	9.673	noname
749	1643490308456	0.187	-0.092	9.734	noname
750	1643490308457	0.211	-0.111	9.666	noname
751	1643490308463	0.214	-0.071	9.691	noname
752	1643490308473	0.215	-0.056	9.711	noname
753	1643490308483	0.214	-0.145	9.647	noname
754	1643490308493	0.169	-0.093	9.673	noname
755	1643490308503	0.161	-0.077	9.676	noname
756	1643490308513	0.199	-0.104	9.676	noname
757	1643490308522	0.21	-0.088	9.69	noname
758	1643490308533	0.202	-0.087	9.681	noname
759	1643490308543	0.209	-0.085	9.64	noname
760	1643490308553	0.191	-0.104	9.703	noname
761	1643490308563	0.172	-0.1	9.699	noname
762	1643490308573	0.181	-0.076	9.638	noname
763	1643490308583	0.202	-0.089	9.722	noname
764	1643490308593	0.196	-0.071	9.627	noname
765	1643490308603	0.183	-0.083	9.68	noname
766	1643490308613	0.204	-0.089	9.672	noname
767	1643490308623	0.196	-0.111	9.658	noname
768	1643490308634	0.173	-0.092	9.682	noname
769	1643490308643	0.212	-0.068	9.68	noname
770	1643490308655	0.196	-0.099	9.683	noname
771	1643490308664	0.187	-0.081	9.678	noname
772	1643490308674	0.196	-0.093	9.67	noname
773	1643490308686	0.177	-0.102	9.685	noname
774	1643490308693	0.196	-0.086	9.689	noname
775	1643490308708	0.187	-0.093	9.685	noname
776	1643490308713	0.219	-0.09	9.662	noname
777	1643490308726	0.207	-0.111	9.689	noname
778	1643490308733	0.189	-0.106	9.689	noname
779	1643490308744	0.161	-0.185	9.163	noname
780	1643490308753	0.351	-0.032	9.9	noname
781	1643490308765	-0.252	0.194	11.748	noname
782	1643490308774	0.721	-0.469	7.499	noname
783	1643490308785	0.33	0.092	10.936	noname
784	1643490308795	0.159	-0.487	9.19	noname
785	1643490308804	0.05	0.071	8.738	noname
786	1643490308819	0.092	0.106	10.828	noname
787	1643490308824	0.268	-0.435	9.471	noname
788	1643490308834	0.236	0.05	9.046	noname
789	1643490308843	0.243	0.14	10.25	noname
790	1643490308853	0.199	-0.333	9.805	noname
791	1643490308866	0.181	-0.003	9.126	noname
792	1643490308873	0.132	0.044	9.978	noname
793	1643490308884	0.199	-0.347	9.874	noname
794	1643490308893	0.225	-0.053	9.358	noname
795	1643490308909	0.226	0.028	9.755	noname
796	1643490308913	0.194	-0.208	9.87	noname
797	1643490308923	0.191	-0.003	9.46	noname
798	1643490308934	0.154	-0.049	9.711	noname
799	1643490308943	0.146	-0.197	9.861	noname
800	1643490308955	0.208	-0.031	9.565	noname
801	1643490308968	0.195	-0.041	9.669	noname
802	1643490308973	0.233	-0.144	9.809	noname
803	1643490308983	0.184	-0.065	9.64	noname
804	1643490308995	0.19	-0.135	9.744	noname
805	1643490309004	0.166	-0.108	9.706	noname
806	1643490309013	0.186	-0.073	9.61	noname
807	1643490309023	0.192	-0.101	9.709	noname
808	1643490309033	0.203	-0.087	9.731	noname
809	1643490309043	0.198	-0.089	9.623	noname
810	1643490309052	0.164	-0.098	9.679	noname
811	1643490309063	0.18	-0.091	9.716	noname
812	1643490309073	0.21	-0.133	9.643	noname
813	1643490309083	0.195	-0.057	9.701	noname
814	1643490309093	0.209	-0.078	9.68	noname
815	1643490309105	0.214	-0.146	9.644	noname
816	1643490309113	0.184	-0.069	9.704	noname
817	1643490309123	0.168	-0.09	9.671	noname
818	1643490309133	0.175	-0.125	9.647	noname
819	1643490309143	0.191	-0.105	9.709	noname
820	1643490309153	0.2	-0.096	9.68	noname
821	1643490309163	0.214	-0.089	9.652	noname
822	1643490309176	0.206	-0.107	9.719	noname
823	1643490309184	0.174	-0.115	9.689	noname
824	1643490309194	0.178	-0.09	9.704	noname
825	1643490309204	0.193	-0.096	9.683	noname
826	1643490309213	0.169	-0.087	9.626	noname
827	1643490309223	0.193	-0.098	9.703	noname
828	1643490309233	0.202	-0.113	9.685	noname
829	1643490309244	0.185	-0.098	9.679	noname
830	1643490309254	0.177	-0.092	9.686	noname
831	1643490309264	0.187	-0.104	9.67	noname
832	1643490309273	0.215	-0.114	9.68	noname
833	1643490309284	0.192	-0.082	9.677	noname
834	1643490309294	0.19	-0.082	9.675	noname
835	1643490309303	0.187	-0.087	9.683	noname
836	1643490309313	0.193	-0.117	9.695	noname
837	1643490309323	0.198	-0.102	9.691	noname
838	1643490309333	0.189	-0.086	9.683	noname
839	1643490309344	0.193	-0.114	9.695	noname
840	1643490309356	0.194	-0.082	9.682	noname
841	1643490309364	0.18	-0.096	9.655	noname
842	1643490309374	0.194	-0.112	9.698	noname
843	1643490309384	0.197	-0.087	9.677	noname
844	1643490309394	0.199	-0.083	9.677	noname
845	1643490309404	0.201	-0.11	9.684	noname
846	1643490309414	0.198	-0.092	9.704	noname
847	1643490309424	0.199	-0.082	9.682	noname
848	1643490309434	0.191	-0.096	9.671	noname
849	1643490309444	0.19	-0.101	9.685	noname
850	1643490309454	0.197	-0.096	9.683	noname
851	1643490309464	0.175	-0.098	9.663	noname
852	1643490309474	0.189	-0.077	9.68	noname
853	1643490309484	0.189	-0.098	9.694	noname
854	1643490309495	0.192	-0.077	9.683	noname
855	1643490309504	0.187	-0.097	9.679	noname
856	1643490309514	0.223	-0.121	9.777	noname
857	1643490309528	0.168	-0.077	9.625	noname
858	1643490309535	0.201	-0.08	9.713	noname
859	1643490309543	0.18	-0.092	9.689	noname
860	1643490309555	0.157	-0.092	9.604	noname
861	1643490309563	0.184	-0.086	9.63	noname
862	1643490309573	0.178	-0.084	9.623	noname
863	1643490309583	0.177	-0.101	9.756	noname
864	1643490309593	0.201	-0.06	9.68	noname
865	1643490309605	0.196	-0.101	9.694	noname
